customer_id,segment,R_score,F_score,M_score,RFM_score,recency_days,frequency,monetary,avg_discount,return_rate,complaint_score,engagement_score,sessions_30d,last_visit_days_ago,last_campaign_received,manual_priority_bucket,churn_next_60d,split
CUST00518,At-Risk Customers,4,1,1,6,23,1,226.9,0.12,0.0,0.0,0.3033333333277556,5,0,none,low,0,train
CUST00519,At-Risk Customers,3,1,1,5,81,1,412.42,0.33,0.0,0.0,0.16333333333394445,0,11,bundle_discount,high,0,validation
CUST00520,Champions,5,4,4,13,2,5,3130.28,0.29,0.0,0.0,0.3190256410145276,2,0,new_launch,low,0,train
CUST00521,Champions,4,5,4,13,42,7,3626.0699999999997,0.3157142857142857,0.0,0.4666666666666667,0.42538461536366184,5,8,bundle_discount,medium,0,validation
CUST00522,Dormant Customers,1,1,3,5,462,1,1688.22,0.2,0.0,0.0,0.11656410255599486,1,60,new_launch,high,1,train
CUST00523,At-Risk Customers,4,3,4,11,29,3,2606.67,0.4266666666666667,0.0,0.4666666666666667,0.29133333332730227,7,12,welcome_offer,low,0,train
CUST00524,Champions,5,5,5,15,11,10,7161.96,0.282,0.1,0.33333333333333337,0.371282051270233,10,11,new_launch,low,1,train
CUST00525,Dormant Customers,1,4,3,8,220,4,1916.75,0.24,0.0,0.0,0.027333333335884443,1,56,new_launch,high,1,train
CUST00526,At-Risk Customers,5,1,2,8,2,1,1131.41,0.38,0.0,0.0,0.3173333333271956,6,0,welcome_offer,low,0,train
CUST00527,Loyal Customers,2,5,5,12,113,6,5554.469999999999,0.2883333333333334,0.0,0.0,0.13733333333405112,1,23,welcome_offer,high,0,train
CUST00528,Promising Risers,5,1,1,7,14,1,556.1,0.45,0.0,0.0,0.4559487179328908,12,9,free_shipping,low,0,train
CUST00529,At-Risk Customers,3,1,2,6,63,1,1129.52,0.24,0.0,0.4666666666666667,0.506564102542895,11,0,free_shipping,medium,0,train
CUST00530,Loyal Customers,3,3,3,9,57,3,2183.4300000000003,0.22,0.0,0.0,0.23594871794426858,2,13,none,medium,0,train
CUST00531,At-Risk Customers,4,2,1,7,43,2,648.41,0.48,0.0,0.4666666666666667,0.17374358974231016,1,19,new_launch,medium,1,test
CUST00532,At-Risk Customers,2,4,5,11,118,4,4895.42,0.3675,0.0,0.4666666666666667,0.1455384615383473,1,24,welcome_offer,high,1,validation
CUST00533,Promising Risers,5,1,1,7,4,1,149.0,0.56,0.0,0.4666666666666667,0.3657435897353857,9,0,free_shipping,medium,0,train
CUST00534,At-Risk Customers,3,4,4,11,74,5,3110.46,0.23200000000000004,0.0,0.4666666666666667,0.22933333332931555,4,18,welcome_offer,medium,1,train
CUST00535,At-Risk Customers,2,4,5,11,138,5,5156.9,0.32,0.0,0.0,0.2612820512736997,5,23,new_launch,high,1,train
CUST00536,Loyal Customers,3,4,5,12,55,4,4432.75,0.1825,0.0,0.0,0.5606153845924374,14,1,new_launch,medium,0,train
CUST00537,At-Risk Customers,5,1,1,7,2,1,447.58,0.32,0.0,0.0,0.2559999999966489,4,5,welcome_offer,low,0,train
CUST00538,Loyal Customers,3,5,5,13,70,6,4026.69,0.10833333333333334,0.0,0.0,0.36615384613832913,5,10,bundle_discount,medium,0,train
CUST00539,Loyal Customers,3,5,5,13,65,8,7874.25,0.21,0.0,0.2,0.24015384614756918,1,11,new_launch,medium,0,validation
CUST00540,At-Risk Customers,3,5,5,13,56,7,5087.94,0.3057142857142857,0.0,0.6666666666666667,0.21687179486872732,3,16,new_launch,medium,0,train
CUST00541,At-Risk Customers,2,4,4,10,132,5,3404.94,0.32599999999999996,0.0,0.06666666666666667,0.21323076922105044,1,31,free_shipping,high,0,train
CUST00542,At-Risk Customers,3,1,1,5,54,1,576.88,0.3,0.0,0.0,0.25502564101730985,1,15,none,high,0,train
CUST00543,Dormant Customers,1,4,3,8,197,4,2320.55,0.26,0.0,0.0,0.22389743588610156,2,37,new_launch,high,1,train
CUST00544,At-Risk Customers,2,2,3,7,85,2,2284.46,0.215,0.0,0.0,0.24733333332836221,6,21,bundle_discount,high,1,train
CUST00545,Promising Risers,5,1,1,7,1,1,603.57,0.35,0.0,0.4666666666666667,0.5003589743369965,9,0,welcome_offer,medium,0,train
CUST00546,Promising Risers,5,2,3,10,3,2,2127.37,0.305,0.0,0.0,0.5090256410061499,12,0,bundle_discount,low,0,train
CUST00547,At-Risk Customers,4,1,2,7,39,1,1001.24,0.12,1.0,0.4666666666666667,0.33143589742687996,6,10,welcome_offer,medium,0,train
CUST00548,At-Risk Customers,1,1,2,4,165,1,858.7,0.28,0.0,0.0,0.2886153846065286,6,24,none,high,0,train
CUST00549,At-Risk Customers,2,2,2,6,132,2,1035.57,0.35,0.0,0.06666666666666667,0.17348717948201361,1,31,new_launch,high,1,train
CUST00550,At-Risk Customers,5,1,1,7,11,1,525.8,0.42,0.0,0.0,0.19000000000016667,0,3,bundle_discount,high,0,validation
CUST00551,Loyal Customers,4,3,3,10,25,3,1964.0,0.19333333333333333,0.0,0.0,0.4594871794673625,10,8,bundle_discount,low,0,train
CUST00552,Promising Risers,5,1,1,7,4,1,567.45,0.16,0.0,0.0,0.5338974358757239,12,1,welcome_offer,low,0,train
CUST00553,Dormant Customers,1,4,4,9,293,4,3183.11,0.31,0.0,0.0,0.10415384615089808,2,56,free_shipping,high,1,train
CUST00554,Discount Dependents,5,3,2,10,7,3,1402.26,0.38999999999999996,0.0,0.0,0.39794871793673303,10,8,welcome_offer,low,0,train
CUST00555,At-Risk Customers,4,3,3,10,45,3,1924.03,0.20000000000000004,0.0,0.6333333333333333,0.303282051273653,3,2,welcome_offer,medium,0,train
CUST00556,At-Risk Customers,4,1,2,7,26,1,936.16,0.25,0.0,0.4666666666666667,0.21399999999944,1,0,new_launch,high,1,train
CUST00557,Champions,5,5,5,15,16,6,4460.42,0.215,0.0,0.4666666666666667,0.570564102539035,17,16,new_launch,low,0,validation
CUST00558,Dormant Customers,1,2,1,4,399,2,679.0699999999999,0.255,0.0,0.0,0.03066666666805109,1,60,free_shipping,high,1,train
CUST00559,At-Risk Customers,5,2,2,9,1,2,1344.49,0.26,0.0,0.0,0.3190256410159165,2,0,welcome_offer,low,0,train
CUST00560,Dormant Customers,1,1,2,4,231,1,1135.13,0.35,0.0,0.0,0.0786153846149952,1,51,bundle_discount,high,1,validation
CUST00561,Promising Risers,5,1,1,7,4,1,256.33,0.35,0.0,0.06666666666666667,0.49066666665215114,16,0,bundle_discount,medium,0,train
CUST00562,Dormant Customers,1,2,2,5,259,2,899.8599999999999,0.4,0.5,0.5333333333333333,0.1498974358912727,1,45,new_launch,high,1,train
CUST00563,At-Risk Customers,2,2,2,6,105,2,887.86,0.305,0.0,0.0,0.18194871794660633,1,20,free_shipping,high,1,train
CUST00564,At-Risk Customers,2,5,5,12,130,8,4592.1900000000005,0.365,0.0,0.4666666666666667,0.2666666666611778,10,27,bundle_discount,high,1,train
CUST00565,At-Risk Customers,4,1,1,6,39,1,275.55,0.11,0.0,0.0,0.45769230767293645,10,7,none,medium,0,validation
CUST00566,Promising Risers,4,1,1,6,22,1,657.76,0.32,0.0,0.0,0.6566666666431111,25,3,bundle_discount,low,0,train
CUST00567,Champions,5,5,5,15,3,8,4922.05,0.2825,0.0,0.6666666666666667,0.3426666666602378,9,0,bundle_discount,low,0,test
CUST00568,At-Risk Customers,4,1,1,6,34,1,482.12,0.38,0.0,0.0,0.2599487179435419,3,10,welcome_offer,low,1,test
CUST00569,At-Risk Customers,2,1,1,4,113,1,430.0,0.38,0.0,0.0,0.4021025640812088,7,23,none,high,0,train
CUST00570,At-Risk Customers,1,3,3,7,168,3,2545.7200000000003,0.24666666666666667,0.3333333333333333,0.4666666666666667,0.1497435897405368,0,27,new_launch,high,1,test
CUST00571,At-Risk Customers,4,1,1,6,32,1,598.14,0.28,1.0,0.06666666666666667,0.26820512820166287,5,4,welcome_offer,medium,0,train
CUST00572,Loyal Customers,3,5,4,12,51,6,3305.75,0.2816666666666667,0.0,0.0,0.3178974358875749,8,24,free_shipping,medium,1,train
CUST00573,At-Risk Customers,2,4,4,10,125,5,2912.39,0.372,0.0,0.4666666666666667,0.11666666666805554,0,25,welcome_offer,high,1,train
CUST00574,Champions,5,5,5,15,5,7,5871.91,0.21857142857142858,0.0,0.4666666666666667,0.48702564100919643,14,0,welcome_offer,low,0,validation
CUST00575,At-Risk Customers,3,1,1,5,83,1,548.72,0.3,0.0,0.4666666666666667,0.2619487179389175,6,32,welcome_offer,high,1,train
CUST00576,At-Risk Customers,4,2,2,8,46,2,799.27,0.33499999999999996,0.0,0.0,0.4494871794683958,15,27,none,medium,1,train
CUST00577,Loyal Customers,3,4,4,11,72,5,3560.2299999999996,0.236,0.0,0.06666666666666667,0.31902564101178316,7,26,welcome_offer,medium,0,train
CUST00578,Dormant Customers,1,2,4,7,376,2,3054.7200000000003,0.095,0.0,0.0,0.10748717948028694,2,60,bundle_discount,high,1,train
CUST00579,At-Risk Customers,5,1,1,7,10,1,301.68,0.39,0.0,0.0,0.2106666666661622,1,1,welcome_offer,high,1,train
CUST00580,At-Risk Customers,3,1,1,5,74,1,713.84,0.14,0.0,0.0,0.29035897434907426,4,17,new_launch,medium,0,test
CUST00581,At-Risk Customers,3,2,2,7,76,2,1527.79,0.185,0.0,0.0,0.1748717948715184,0,11,bundle_discount,high,1,validation
CUST00582,Dormant Customers,1,1,1,3,286,1,392.06,0.42,0.0,0.06666666666666667,0.13569230768313867,2,60,bundle_discount,high,1,train
CUST00583,Dormant Customers,1,4,4,9,263,4,3652.46,0.1325,0.0,0.4666666666666667,0.0746666666669911,2,51,none,high,1,train
CUST00584,At-Risk Customers,3,1,1,5,83,1,591.05,0.3,0.0,0.0,0.31933333332618224,9,12,welcome_offer,high,1,train
CUST00585,At-Risk Customers,2,5,5,12,113,8,5368.63,0.31124999999999997,0.0,0.6333333333333333,0.5671794871538768,15,9,bundle_discount,high,0,validation
CUST00586,At-Risk Customers,2,4,3,9,128,4,1853.61,0.27,0.0,0.5333333333333333,0.14066666666732888,1,22,free_shipping,high,1,train
CUST00587,At-Risk Customers,5,1,1,7,18,1,275.79,0.52,0.0,0.0,0.3448717948643073,10,7,bundle_discount,low,0,train
CUST00588,At-Risk Customers,3,1,1,5,76,1,649.95,0.19,0.0,0.0,0.30066666666191777,6,0,welcome_offer,high,0,test
CUST00589,At-Risk Customers,3,4,5,12,71,5,4196.7699999999995,0.262,0.0,0.4666666666666667,0.3239487179396486,4,0,bundle_discount,medium,1,train
CUST00590,At-Risk Customers,2,3,4,9,140,3,3961.05,0.24333333333333332,0.0,0.33333333333333337,0.3621025640840977,7,25,welcome_offer,high,1,train
CUST00591,At-Risk Customers,3,2,3,8,69,2,1767.15,0.36,0.0,0.4666666666666667,0.3503076922889717,2,11,none,medium,1,train
CUST00592,Discount Dependents,4,2,2,8,20,2,1084.48,0.41500000000000004,0.0,0.0,0.27199999999559776,3,1,new_launch,low,1,test
CUST00593,Champions,4,4,4,12,29,5,3602.31,0.262,0.0,0.4666666666666667,0.3126666666585156,9,19,bundle_discount,medium,0,train
CUST00594,At-Risk Customers,2,1,1,4,91,1,448.78,0.5,0.0,0.0,0.14666666666755557,0,16,none,high,1,train
CUST00595,Champions,4,4,4,12,20,5,2849.27,0.304,0.0,0.0,0.3559999999911267,9,6,new_launch,low,0,train
CUST00596,At-Risk Customers,3,4,4,11,50,4,2927.96,0.32499999999999996,0.0,0.6666666666666667,0.4827692307506822,13,9,bundle_discount,medium,1,test
CUST00597,At-Risk Customers,3,4,4,11,52,4,3041.18,0.345,0.0,0.5333333333333333,0.1700000000005,0,9,welcome_offer,high,1,train
CUST00598,Promising Risers,5,2,2,9,7,2,1082.0300000000002,0.275,0.0,0.0,0.6238461538165768,20,13,free_shipping,low,0,train
CUST00599,At-Risk Customers,1,4,4,9,169,4,2898.52,0.2475,0.0,0.4666666666666667,0.2223589743508609,2,29,free_shipping,high,0,train
CUST00600,Dormant Customers,1,3,2,6,263,3,1248.1399999999999,0.3066666666666667,0.0,0.0,0.11661538461259743,3,53,none,high,1,validation
CUST00601,At-Risk Customers,3,1,1,5,70,1,537.85,0.04,0.0,0.0,0.47097435894972284,8,15,free_shipping,medium,1,train
CUST00602,At-Risk Customers,2,1,1,4,91,1,171.18,0.57,0.0,0.0,0.273076923067959,5,21,new_launch,high,1,test
CUST00603,Champions,5,5,5,15,10,9,4869.21,0.30777777777777776,0.0,0.7666666666666667,0.47056410254789044,12,0,new_launch,medium,0,train
CUST00604,At-Risk Customers,2,1,1,4,90,1,761.72,0.18,0.0,0.0,0.24902564101819427,2,16,none,high,0,train
CUST00605,At-Risk Customers,1,4,4,9,160,5,3199.79,0.23399999999999999,0.0,0.6333333333333333,0.2866153846059086,8,33,none,high,1,train
CUST00606,At-Risk Customers,2,1,1,4,120,1,240.15,0.24,0.0,0.0,0.23799999999485777,7,28,new_launch,high,1,train
CUST00607,Dormant Customers,1,3,3,7,249,3,2332.76,0.27666666666666667,0.0,0.0,0.17599999999523777,9,55,none,high,1,train
CUST00608,At-Risk Customers,4,3,3,10,27,3,2455.49,0.3233333333333333,0.0,0.6666666666666667,0.2979999999949689,7,5,welcome_offer,medium,0,train
CUST00609,Champions,5,4,5,14,6,5,4581.16,0.40599999999999997,0.0,0.6333333333333333,0.43143589741938,6,0,bundle_discount,low,0,validation
CUST00610,Champions,4,4,4,12,22,5,3975.59,0.34199999999999997,0.4,0.5333333333333333,0.41794871793528854,10,7,new_launch,medium,0,validation
CUST00611,Dormant Customers,1,4,4,9,235,4,3472.66,0.2575,0.25,0.6666666666666667,0.13794871794381075,5,60,welcome_offer,high,1,train
CUST00612,Discount Dependents,3,2,3,8,48,2,2120.98,0.35,0.0,0.0,0.3726666666575156,9,1,bundle_discount,medium,1,train
CUST00613,Champions,5,5,5,15,4,6,4895.57,0.4116666666666666,0.0,0.33333333333333337,0.541897435876326,14,7,none,medium,0,test
CUST00614,At-Risk Customers,1,1,1,3,196,1,267.96,0.33,0.0,0.0,0.15015384614906918,1,38,new_launch,high,1,train
CUST00615,At-Risk Customers,4,1,1,6,34,1,446.03,0.17,1.0,0.4666666666666667,0.3270256410151298,4,6,new_launch,medium,1,train
CUST00616,Champions,4,4,4,12,36,5,2628.3,0.27599999999999997,0.0,0.4666666666666667,0.35333333332306666,10,16,bundle_discount,medium,1,train
CUST00617,Champions,5,5,5,15,14,10,5456.37,0.41,0.1,0.7333333333333334,0.35533333332368666,8,7,new_launch,low,0,validation
CUST00618,At-Risk Customers,2,2,3,7,92,2,1570.53,0.21500000000000002,0.0,0.0,0.4861025640794822,8,2,welcome_offer,high,0,train
CUST00619,Loyal Customers,5,4,3,12,2,5,2211.2000000000003,0.32,0.0,0.0,0.32199999999202,8,12,welcome_offer,low,0,train
CUST00620,At-Risk Customers,2,1,1,4,90,1,449.48,0.26,0.0,0.4666666666666667,0.5123589743341831,17,30,new_launch,high,0,train
CUST00621,At-Risk Customers,2,1,1,4,92,1,348.53,0.29,0.0,0.0,0.3334871794754914,6,14,bundle_discount,high,1,train
CUST00622,At-Risk Customers,1,3,3,7,180,3,2009.7800000000002,0.30666666666666664,0.0,0.0,0.19656410255216156,1,41,free_shipping,high,1,train
CUST00623,At-Risk Customers,2,4,3,9,108,4,1945.71,0.3225,0.25,0.5333333333333333,0.5494358974121044,18,15,free_shipping,high,0,train
CUST00624,Dormant Customers,1,1,1,3,232,1,270.09,0.51,0.0,0.0,0.08933333333164886,4,60,new_launch,high,1,train
CUST00625,Loyal Customers,3,4,3,10,66,4,2155.58,0.3275,0.0,0.0,0.2446666666641578,2,0,none,medium,1,train
CUST00626,At-Risk Customers,5,2,2,9,9,2,1214.38,0.23,0.0,0.4666666666666667,0.4513333333196689,12,0,free_shipping,medium,0,train
CUST00627,At-Risk Customers,3,3,4,10,75,3,2765.27,0.3566666666666667,0.0,0.6666666666666667,0.3234871794756581,6,17,free_shipping,medium,1,validation
CUST00628,At-Risk Customers,3,3,2,8,59,3,1099.5900000000001,0.4566666666666666,0.0,0.33333333333333337,0.4567692307490889,9,15,none,medium,0,train
CUST00629,At-Risk Customers,4,1,1,6,44,1,442.4,0.42,0.0,0.0,0.2577435897380835,2,3,none,medium,0,train
CUST00630,Loyal Customers,2,3,3,8,93,3,2512.7,0.2866666666666667,0.0,0.0,0.6956410256081695,20,13,welcome_offer,high,0,train
CUST00631,At-Risk Customers,3,5,5,13,68,10,6076.9,0.388,0.1,0.5333333333333333,0.18333333333361113,0,5,bundle_discount,medium,1,train
CUST00632,At-Risk Customers,3,1,2,6,61,1,1078.63,0.45,0.0,0.0,0.4104102563981546,11,0,bundle_discount,medium,1,train
CUST00633,At-Risk Customers,4,1,3,8,33,1,1619.36,0.17,0.0,0.0,0.33548717947722256,4,0,none,low,0,train
CUST00634,At-Risk Customers,2,4,3,9,118,4,1711.76,0.22000000000000003,0.25,0.5333333333333333,0.10733333333455113,1,32,bundle_discount,high,1,train
CUST00635,At-Risk Customers,2,1,2,5,134,1,1016.46,0.35,0.0,0.0,0.21041025640586572,1,13,bundle_discount,high,1,test
CUST00636,At-Risk Customers,3,2,3,8,72,2,2158.95,0.195,0.0,0.0,0.13400000000077333,1,24,free_shipping,medium,0,train
CUST00637,At-Risk Customers,3,4,5,12,60,5,5246.29,0.33799999999999997,0.0,0.4666666666666667,0.17553846153784733,1,15,new_launch,high,0,train
CUST00638,At-Risk Customers,1,5,4,10,173,6,3093.33,0.3466666666666667,0.0,0.0,0.06487179487335173,0,44,none,high,1,train
CUST00639,Dormant Customers,1,3,4,8,369,3,2753.19,0.17333333333333334,0.0,0.0,0.03220512820690285,1,58,none,high,1,validation
CUST00640,At-Risk Customers,2,1,1,4,130,1,641.86,0.28,0.0,0.0,0.17948717948224027,0,25,welcome_offer,high,1,train
CUST00641,Champions,4,5,5,14,35,6,5481.38,0.3283333333333333,0.0,0.4666666666666667,0.3546153846043663,5,0,welcome_offer,low,0,train
CUST00642,Loyal Customers,5,3,3,11,18,3,1654.45,0.4066666666666667,0.0,0.0,0.2608717948665562,4,12,bundle_discount,low,0,train
CUST00643,At-Risk Customers,1,1,2,4,155,1,1091.34,0.26,0.0,0.0,0.39241025639414123,14,33,none,high,1,test
CUST00644,Loyal Customers,3,5,4,12,78,7,3822.27,0.37285714285714283,0.0,0.0,0.24743589742273997,0,25,welcome_offer,high,1,test
CUST00645,Dormant Customers,1,3,4,8,252,3,2730.59,0.44333333333333336,0.0,0.43333333333333335,0.04333333333594445,0,47,none,high,1,test
CUST00646,At-Risk Customers,2,5,5,12,117,6,5934.01,0.15666666666666668,0.16666666666666666,0.4666666666666667,0.20333333333164444,5,20,free_shipping,high,0,train
CUST00647,At-Risk Customers,3,1,1,5,64,1,507.52,0.13,0.0,0.06666666666666667,0.2377435897398057,2,9,free_shipping,medium,1,test
CUST00648,At-Risk Customers,4,1,2,7,31,1,1298.17,0.13,0.0,0.0,0.3245641025482638,3,16,free_shipping,low,0,train
CUST00649,At-Risk Customers,2,5,4,11,124,6,3181.62,0.28,0.16666666666666666,0.7166666666666668,0.2666666666605889,5,16,none,high,1,train
CUST00650,Loyal Customers,3,3,4,10,59,3,2622.0099999999998,0.36333333333333334,0.0,0.0,0.30066666666080666,6,5,bundle_discount,medium,1,validation
CUST00651,Champions,4,5,5,14,34,7,5105.77,0.36,0.0,0.0,0.38656410254875045,6,5,none,low,0,train
CUST00652,Loyal Customers,3,4,5,12,75,4,4491.29,0.34249999999999997,0.0,0.0,0.45148717946873806,13,13,bundle_discount,medium,0,validation
CUST00653,At-Risk Customers,4,2,3,9,32,2,2037.83,0.235,0.0,0.0,0.46266666665385997,19,11,none,low,0,train
CUST00654,Champions,5,5,5,15,8,6,5827.77,0.15,0.3333333333333333,0.5333333333333333,0.36199999999135335,8,0,welcome_offer,medium,0,train
CUST00655,Loyal Customers,3,5,5,13,79,8,5295.41,0.27875,0.0,0.0,0.15000000000083336,0,15,none,high,0,train
CUST00656,At-Risk Customers,3,4,4,11,67,4,3207.37,0.22999999999999998,0.0,0.4666666666666667,0.4539999999872067,16,6,bundle_discount,medium,0,train
CUST00657,At-Risk Customers,3,4,2,9,63,4,1287.49,0.325,0.25,0.6666666666666667,0.3279487179381441,5,8,new_launch,medium,1,test
CUST00658,Dormant Customers,1,2,3,6,219,2,2355.97,0.27,0.0,0.4666666666666667,0.2363589743503009,3,29,free_shipping,high,1,train
CUST00659,Promising Risers,5,1,2,8,16,1,883.27,0.37,0.0,0.0,0.770923076883498,21,0,welcome_offer,low,0,validation
CUST00660,At-Risk Customers,4,1,1,6,43,1,573.43,0.16,0.0,0.0,0.3956923076760609,7,8,bundle_discount,medium,0,test
CUST00661,At-Risk Customers,1,3,2,6,180,3,1105.96,0.3833333333333333,0.0,0.06666666666666667,0.10400000000127334,1,33,welcome_offer,high,1,train
CUST00662,At-Risk Customers,2,1,2,5,124,1,852.96,0.27,0.0,0.0,0.15133333333238,2,28,bundle_discount,high,1,train
CUST00663,At-Risk Customers,3,5,5,13,64,8,5700.78,0.3375,0.125,0.5333333333333333,0.3426666666574933,14,26,none,medium,1,train
CUST00664,At-Risk Customers,4,1,1,6,20,1,237.27,0.34,0.0,0.06666666666666667,0.21399999999944,1,0,bundle_discount,high,0,train
CUST00665,Champions,4,5,5,14,35,9,6480.29,0.1788888888888889,0.1111111111111111,0.5333333333333333,0.24866666666376447,3,3,new_launch,medium,0,train
CUST00666,At-Risk Customers,5,1,1,7,3,1,540.99,0.32,0.0,0.4666666666666667,0.24861538460855076,1,10,bundle_discount,high,0,train
CUST00667,Champions,4,4,5,13,25,5,5036.26,0.264,0.2,0.5333333333333333,0.33466666665769107,7,9,free_shipping,low,0,test
CUST00668,At-Risk Customers,4,2,2,8,42,2,952.4100000000001,0.16,0.0,0.0,0.24199999999609778,3,10,new_launch,medium,1,train
CUST00669,Loyal Customers,3,3,4,10,57,3,2774.7599999999998,0.24333333333333332,0.0,0.0,0.21399999999944,1,0,none,medium,0,train
CUST00670,Dormant Customers,1,4,4,9,242,4,3756.69,0.345,0.0,0.4666666666666667,0.06641025640859237,0,52,none,high,1,train
CUST00671,Champions,5,5,5,15,2,8,5453.93,0.3325,0.0,0.06666666666666667,0.42533333332088663,13,7,bundle_discount,low,0,train
CUST00672,At-Risk Customers,2,1,1,4,141,1,434.37,0.47,0.0,0.0,0.47743589741119546,10,18,none,high,1,train
CUST00673,At-Risk Customers,2,1,2,5,118,1,1297.2,0.36,0.0,0.0,0.16041025640669904,1,28,none,high,1,train
CUST00674,Loyal Customers,3,5,5,13,56,8,4178.67,0.28875,0.0,0.0,0.46882051280423365,14,12,free_shipping,medium,1,train
CUST00675,At-Risk Customers,2,4,5,11,130,5,6478.51,0.26799999999999996,0.0,0.0,0.2748205128102603,8,35,bundle_discount,high,0,train
CUST00676,Promising Risers,5,1,1,7,6,1,714.17,0.4,0.0,0.4666666666666667,0.46702564100644095,9,0,welcome_offer,medium,0,test
CUST00677,At-Risk Customers,5,1,1,7,6,1,291.61,0.36,0.0,0.0,0.1706666666668289,1,13,free_shipping,high,0,train
CUST00678,At-Risk Customers,1,2,2,5,196,2,1145.87,0.295,0.0,0.0,0.12733333333421779,1,26,none,high,1,train
CUST00679,At-Risk Customers,3,5,5,13,83,8,6252.95,0.33,0.0,0.33333333333333337,0.3525128204944301,3,18,free_shipping,high,0,train
CUST00680,Dormant Customers,1,1,2,4,215,1,1087.83,0.29,0.0,0.0,0.09400000000032889,1,41,new_launch,high,1,train
CUST00681,Dormant Customers,1,1,2,4,211,1,1372.4,0.41,1.0,0.4666666666666667,0.10887179487229173,1,35,welcome_offer,high,1,train
CUST00682,Promising Risers,5,1,2,8,19,1,1238.23,0.17,0.0,0.4666666666666667,0.351692307680732,6,7,new_launch,medium,0,train
CUST00683,At-Risk Customers,5,3,4,12,0,3,3422.7,0.25,0.0,0.43333333333333335,0.42235897434367203,7,0,none,medium,0,validation
CUST00684,At-Risk Customers,2,4,3,9,140,4,2472.73,0.23750000000000002,0.0,0.6666666666666667,0.23799999999760224,2,2,new_launch,high,1,validation
CUST00685,At-Risk Customers,5,1,2,8,2,1,1158.09,0.44,0.0,0.0,0.32661538460548634,3,0,bundle_discount,low,0,train
CUST00686,At-Risk Customers,2,3,2,7,127,3,1409.0900000000001,0.2866666666666667,0.0,0.0,0.6914358974023689,21,20,none,high,1,train
CUST00687,Loyal Customers,2,4,5,11,117,5,4129.24,0.23600000000000004,0.0,0.0,0.10066666666799556,1,34,welcome_offer,high,1,train
CUST00688,Champions,5,4,4,13,13,5,3552.34,0.274,0.2,0.4666666666666667,0.21399999999944,1,0,bundle_discount,medium,0,train
CUST00689,Loyal Customers,3,4,5,12,70,4,4514.3099999999995,0.1,0.0,0.0,0.41866666665210883,13,19,new_launch,medium,0,train
CUST00690,Champions,5,4,5,14,4,5,5697.91,0.304,0.0,0.06666666666666667,0.5860512820201352,11,10,welcome_offer,low,0,validation
CUST00691,Loyal Customers,3,3,4,10,61,3,2927.57,0.42333333333333334,0.0,0.0,0.5718974358672149,14,18,none,medium,0,train
CUST00692,Loyal Customers,3,3,3,9,58,3,1850.73,0.37333333333333335,0.0,0.0,0.2094871794817403,0,16,bundle_discount,high,1,train
CUST00693,At-Risk Customers,2,4,5,11,147,5,6136.5,0.18,0.0,0.5333333333333333,0.21794871794633303,0,5,bundle_discount,high,1,train
CUST00694,At-Risk Customers,3,1,1,5,74,1,345.14,0.23,0.0,0.0,0.40599999998866,14,12,none,medium,1,train
CUST00695,Dormant Customers,1,1,1,3,198,1,616.85,0.41,0.0,0.26666666666666666,0.1588205128160003,4,48,bundle_discount,high,1,train
CUST00696,Champions,4,4,5,13,40,5,4814.21,0.31,0.0,0.4666666666666667,0.18733333333321778,1,8,bundle_discount,medium,0,train
CUST00697,Dormant Customers,1,4,4,9,247,4,3657.69,0.2275,0.25,0.4666666666666667,0.05733333333538445,1,47,none,high,0,train
CUST00698,Champions,5,5,5,15,14,8,5318.95,0.25,0.375,0.7166666666666668,0.36733333332250667,11,16,new_launch,medium,0,train
CUST00699,Loyal Customers,3,4,3,10,47,4,2191.5099999999998,0.3825,0.0,0.0,0.3946153846040441,15,20,free_shipping,medium,0,train
CUST00700,Loyal Customers,3,4,4,11,49,4,3589.62,0.1675,0.0,0.0,0.14066666666732888,1,22,new_launch,high,0,train
CUST00701,Loyal Customers,2,4,5,11,122,5,6476.26,0.162,0.0,0.06666666666666667,0.3033333333250111,10,26,free_shipping,high,1,train
CUST00702,At-Risk Customers,3,5,5,13,77,6,8044.75,0.21333333333333335,0.16666666666666666,0.5333333333333333,0.17466666666643557,2,16,none,high,1,train
CUST00703,At-Risk Customers,2,1,1,4,104,1,360.06,0.31,0.0,0.0,0.18533333333037555,3,27,none,high,1,validation
CUST00704,Champions,4,4,4,12,22,4,3057.83,0.3275,0.0,0.4666666666666667,0.4462051281919651,12,0,new_launch,low,1,train
CUST00705,At-Risk Customers,5,1,2,8,12,1,872.61,0.0,1.0,0.4666666666666667,0.23194871794577301,1,5,new_launch,high,1,train
CUST00706,At-Risk Customers,5,1,1,7,2,1,439.07,0.33,0.0,0.0,0.25620512820173175,2,0,bundle_discount,low,0,test
CUST00707,At-Risk Customers,1,3,3,7,189,3,2254.12,0.22333333333333336,0.0,0.6333333333333333,0.34333333332323335,10,19,free_shipping,high,0,validation
CUST00708,Champions,4,5,5,14,45,6,5342.67,0.3283333333333333,0.0,0.4666666666666667,0.299487179481107,5,5,free_shipping,medium,0,validation
CUST00709,At-Risk Customers,2,1,3,6,129,1,1966.47,0.13,0.0,0.0,0.18948717948457364,0,17,bundle_discount,high,1,test
CUST00710,Champions,5,5,5,15,16,8,5514.42,0.28875,0.0,0.33333333333333337,0.3568717948636495,8,0,free_shipping,low,0,validation
